句1模型,句1词牌,句1题目,句1内容,句2模型,句2词牌,句2题目,句2内容,语义相似度,字面相似度,差值(伪原创指数)
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,见玉兰有感,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,白玉兰感怀,念冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9436,0.4444,0.4992
deepseek-3.2-thinking,沁园春,白玉兰赋,玉骨冰姿,deepseek-3.2-thinking,沁园春,玉兰感赋,想冰姿玉骨,0.9427,0.4444,0.4982
doubao-seed-2.0-pro,沁园春,校园见玉兰花作,雪魄冰魂,deepseek-3.2-thinking,沁园春,白玉兰赋,似冰魂雪魄,0.9417,0.4444,0.4973
deepseek-3.2-thinking,沁园春,白玉兰赋,似冰魂雪魄,deepseek-3.2-thinking,沁园春,见玉兰有感,雪魄冰魂,0.9417,0.4444,0.4973
doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,天然玉骨冰清,qwen3.6-plus,沁园春,玉兰见志,有冰肌玉骨,0.8609,0.3636,0.4972
doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,天然玉骨冰清,qwen3.6-plus,沁园春,玉兰照夜,有冰肌玉骨,0.8609,0.3636,0.4972
deepseek-3.2-thinking,沁园春,玉兰新悟,傲霜凌雪,deepseek-3.2-thinking,沁园春,遇玉兰有感,念凌霜傲雪,0.9413,0.4444,0.4969
deepseek-3.2-thinking,沁园春,玉兰感遇,念冰肌傲雪,deepseek-3.2-thinking,沁园春,玉兰吟,想冰肌玉骨,0.8967,0.4000,0.4967
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰开有感,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰前作,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新开,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开示怀,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰开有感,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰前作,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新开,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开有感,冰肌玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开有感,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开有感,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开有感,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开有感,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰开有感,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰前作,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新开,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰前作,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰前作,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰前作,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰前作,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰前作,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,春暮见玉兰感赋,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新开,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新开,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰吟,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新开,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新开,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌玉骨,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,deepseek-3.2-thinking,沁园春,白玉兰悟,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,deepseek-3.2-thinking,沁园春,玉兰新开,冰肌玉骨,0.9964,0.5000,0.4964
deepseek-3.2-thinking,沁园春,见玉兰感怀,岁月悠悠,deepseek-3.2-thinking,沁园春,玉兰吟,悠悠岁月如流,0.8964,0.4000,0.4964
deepseek-3.2-thinking,沁园春,玉兰感怀,岁月悠悠,deepseek-3.2-thinking,沁园春,玉兰吟,悠悠岁月如流,0.8964,0.4000,0.4964
deepseek-3.2-thinking,沁园春,白玉兰赋,玉骨冰姿,deepseek-3.2-thinking,沁园春,玉兰新绽,冰姿玉骨,0.9963,0.5000,0.4963
deepseek-3.2-thinking,沁园春,白玉兰赋,玉骨冰姿,deepseek-3.2-thinking,沁园春,白玉兰感怀,冰姿玉骨,0.9963,0.5000,0.4963
deepseek-3.2-thinking,沁园春,白玉兰赋,玉骨冰姿,deepseek-3.2-thinking,沁园春,见玉兰有感,冰姿玉骨香扬,0.8962,0.4000,0.4962
qwen3.6-plus,沁园春,玉兰有感,皎皎冰心,qwen3.6-plus,沁园春,庭前玉兰,正冰心皎皎,0.9400,0.4444,0.4956
deepseek-3.2-thinking,沁园春,见玉兰有感,素蕊含霜,qwen3.6-plus,沁园春,玉兰寄怀,素蕊盈枝破冷香,0.8592,0.3636,0.4955
deepseek-3.2-thinking,沁园春,玉兰咏怀,雪肌冰骨,qwen3.6-plus,沁园春,见玉兰有作,叹冰肌雪骨,0.9400,0.4444,0.4955
deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨清姿,deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,0.9955,0.5000,0.4955
deepseek-3.2-thinking,沁园春,见玉兰感怀,玉骨清姿,deepseek-3.2-thinking,沁园春,玉兰春悟,清姿玉骨,0.9955,0.5000,0.4955
deepseek-3.2-thinking,沁园春,玉兰咏怀,冰肌雪魄,deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,雪魄冰魂映日柔,0.8591,0.3636,0.4954
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,雪魄冰魂映日柔,deepseek-3.2-thinking,沁园春,白玉兰赋,冰肌雪魄,0.8591,0.3636,0.4954
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,雪魄冰魂映日柔,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.8591,0.3636,0.4954
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,雪魄冰魂映日柔,deepseek-3.2-thinking,沁园春,白玉兰赋,冰肌雪魄,0.8591,0.3636,0.4954
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,雪魄冰魂映日柔,deepseek-3.2-thinking,沁园春,白玉兰感遇,冰肌雪魄,0.8591,0.3636,0.4954
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,雪魄冰魂映日柔,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.8591,0.3636,0.4954
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,雪魄冰魂映日柔,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌雪魄,0.8591,0.3636,0.4954
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,雪魄冰魂映日柔,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌雪魄,0.8591,0.3636,0.4954
deepseek-3.2-thinking,沁园春,玉兰新绽寄怀,雪魄冰魂映日柔,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.8591,0.3636,0.4954
doubao-seed-2.0-pro,沁园春,观玉兰遣怀,冰肌抱雪,deepseek-3.2-thinking,沁园春,见玉兰有感,雪魄冰肌映日柔,0.8590,0.3636,0.4954
doubao-seed-2.0-pro,沁园春,檐下见玉兰作,看冰姿玉骨,qwen3.6-plus,沁园春,玉兰照夜,看冰肌立雪,0.8950,0.4000,0.4950
deepseek-3.2-thinking,沁园春,玉兰咏怀,冰肌雪魄,deepseek-3.2-thinking,沁园春,玉兰初醒,雪魄冰肌,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,玉兰咏怀,冰肌雪魄,deepseek-3.2-thinking,沁园春,见玉兰感怀,雪魄冰肌,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,白玉兰赋,冰肌雪魄,deepseek-3.2-thinking,沁园春,玉兰初醒,雪魄冰肌,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,白玉兰赋,冰肌雪魄,deepseek-3.2-thinking,沁园春,见玉兰感怀,雪魄冰肌,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,玉兰初醒,雪魄冰肌,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,玉兰初醒,雪魄冰肌,deepseek-3.2-thinking,沁园春,白玉兰赋,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,玉兰初醒,雪魄冰肌,deepseek-3.2-thinking,沁园春,白玉兰感遇,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,玉兰初醒,雪魄冰肌,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,玉兰初醒,雪魄冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,玉兰初醒,雪魄冰肌,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,玉兰初醒,雪魄冰肌,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,见玉兰感怀,雪魄冰肌,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,见玉兰感怀,雪魄冰肌,deepseek-3.2-thinking,沁园春,白玉兰赋,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,见玉兰感怀,雪魄冰肌,deepseek-3.2-thinking,沁园春,白玉兰感遇,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,见玉兰感怀,雪魄冰肌,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,见玉兰感怀,雪魄冰肌,deepseek-3.2-thinking,沁园春,玉兰新悟,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,见玉兰感怀,雪魄冰肌,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌雪魄,0.9950,0.5000,0.4950
deepseek-3.2-thinking,沁园春,见玉兰感怀,雪魄冰肌,deepseek-3.2-thinking,沁园春,玉兰赋,冰肌雪魄,0.9950,0.5000,0.4950
doubao-seed-2.0-pro,沁园春,校中观玉兰感怀,天然玉骨冰清,deepseek-3.2-thinking,沁园春,见玉兰有感,但冰肌玉骨,0.8585,0.3636,0.4948
doubao-seed-2.0-pro,沁园春,檐下见玉兰花作,冰肌玉骨亭亭,deepseek-3.2-thinking,沁园春,白玉兰下作,玉骨冰肌,0.8947,0.4000,0.4947
doubao-seed-2.0-pro,沁园春,檐下见玉兰花作,冰肌玉骨亭亭,deepseek-3.2-thinking,沁园春,白玉兰感怀,玉骨冰肌,0.8947,0.4000,0.4947
doubao-seed-2.0-pro,沁园春,檐下见玉兰花作,冰肌玉骨亭亭,deepseek-3.2-thinking,沁园春,见玉兰有感,玉骨冰肌,0.8947,0.4000,0.4947
doubao-seed-2.0-pro,沁园春,檐下见玉兰花作,冰肌玉骨亭亭,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.8947,0.4000,0.4947
doubao-seed-2.0-pro,沁园春,檐下见玉兰花作,冰肌玉骨亭亭,deepseek-3.2-thinking,沁园春,玉兰新悟,玉骨冰肌,0.8947,0.4000,0.4947
doubao-seed-2.0-pro,沁园春,檐下见玉兰花作,冰肌玉骨亭亭,deepseek-3.2-thinking,沁园春,玉兰悟,玉骨冰肌,0.8947,0.4000,0.4947
doubao-seed-2.0-pro,沁园春,檐下见玉兰花作,冰肌玉骨亭亭,deepseek-3.2-thinking,沁园春,白玉兰吟,玉骨冰肌,0.8947,0.4000,0.4947
doubao-seed-2.0-pro,沁园春,檐下见玉兰花作,冰肌玉骨亭亭,deepseek-3.2-thinking,沁园春,白玉兰前作,玉骨冰肌,0.8947,0.4000,0.4947
deepseek-3.2-thinking,沁园春,见玉兰有感,雪魄冰肌映日柔,deepseek-3.2-thinking,沁园春,玉兰吟,冰肌素靥,0.8582,0.3636,0.4946
deepseek-3.2-thinking,沁园春,玉兰悟,冰心玉质,deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰悟,冰心玉质,deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰悟,冰心玉质,deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰悟,冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰开,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰悟,冰心玉质,deepseek-3.2-thinking,沁园春,白玉兰吟,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰感怀,冰心玉质,deepseek-3.2-thinking,沁园春,春暮见玉兰有感,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰感怀,冰心玉质,deepseek-3.2-thinking,沁园春,玉兰吟,玉质冰心,0.9945,0.5000,0.4945
deepseek-3.2-thinking,沁园春,玉兰感怀,冰心玉质,deepseek-3.2-thinking,沁园春,玉兰新悟,玉质冰心,0.9945,0.5000,0.4945
