db,db_label,prompt_type,model,rank,count,issue_type,issue_label,message
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,9,5,tone_expected_oblique,应仄实平,「怜」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,10,5,tone_expected_flat,应平实仄,「旧」去声（仄），此处须填平声字
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,11,4,tone_expected_flat,应平实仄,「月」入声（仄），此处须填平声字
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,12,4,tone_expected_flat,应平实仄,「御」去声（仄），此处须填平声字
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,13,4,tone_expected_flat,应平实仄,「俊」去声（仄），此处须填平声字
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,14,4,tone_expected_oblique,应仄实平,「灵」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,doubao-seed-2.0-pro,15,4,tone_expected_flat,应平实仄,「守」上声（仄）（多音字，取上声读），此处须填平声字
b2,五词牌-改革主题,type_d,gemini-3.1-pro,1,1,variant_autocorrect,词牌变体智能纠偏,💡 智能纠偏：该词字数/格律实际匹配的是「浪淘沙令」(54字)，而非「浪淘沙」
b2,五词牌-改革主题,type_d,glm-5,1,11,variant_autocorrect,词牌变体智能纠偏,💡 智能纠偏：该词字数/格律实际匹配的是「浪淘沙令」(54字)，而非「浪淘沙」
b2,五词牌-改革主题,type_d,glm-5,2,8,length_mismatch,字数不符,字数不符：该变体要求 77 字，实际 74 字，相差 3 字
b2,五词牌-改革主题,type_d,glm-5,3,5,length_mismatch,字数不符,字数不符：该变体要求 46 字，实际 47 字，相差 1 字
b2,五词牌-改革主题,type_d,glm-5,4,3,tone_expected_oblique,应仄实平,「心」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,glm-5,5,3,tone_expected_oblique,应仄实平,「规」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,glm-5,6,2,length_mismatch,字数不符,字数不符：该变体要求 44 字，实际 48 字，相差 4 字
b2,五词牌-改革主题,type_d,glm-5,7,2,tone_expected_flat,应平实仄,「改」上声（仄），此处须填平声字
b2,五词牌-改革主题,type_d,glm-5,8,2,tone_expected_flat,应平实仄,「阵」去声（仄），此处须填平声字
b2,五词牌-改革主题,type_d,glm-5,9,2,tone_expected_oblique,应仄实平,「贤」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,glm-5,10,2,tone_expected_oblique,应仄实平,「风」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,glm-5,11,1,length_mismatch,字数不符,字数不符：该变体要求 55 字，实际 56 字，相差 1 字
b2,五词牌-改革主题,type_d,glm-5,12,1,tone_expected_oblique,应仄实平,「全」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,glm-5,13,1,tone_expected_oblique,应仄实平,「生」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,glm-5,14,1,length_mismatch,字数不符,字数不符：该变体要求 105 字，实际 94 字，相差 11 字
b2,五词牌-改革主题,type_d,glm-5,15,1,length_mismatch,字数不符,字数不符：该变体要求 105 字，实际 73 字，相差 32 字
b2,五词牌-改革主题,type_d,qwen3.6-plus,1,18,variant_autocorrect,词牌变体智能纠偏,💡 智能纠偏：该词字数/格律实际匹配的是「浪淘沙令」(54字)，而非「浪淘沙」
b2,五词牌-改革主题,type_d,qwen3.6-plus,2,7,tone_expected_oblique,应仄实平,「规」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,qwen3.6-plus,3,5,tone_expected_flat,应平实仄,「旧」去声（仄），此处须填平声字
b2,五词牌-改革主题,type_d,qwen3.6-plus,4,4,length_mismatch,字数不符,字数不符：该变体要求 44 字，实际 48 字，相差 4 字
b2,五词牌-改革主题,type_d,qwen3.6-plus,5,4,tone_expected_flat,应平实仄,「律」入声（仄），此处须填平声字
b2,五词牌-改革主题,type_d,qwen3.6-plus,6,4,length_mismatch,字数不符,字数不符：该变体要求 77 字，实际 37 字，相差 40 字
b2,五词牌-改革主题,type_d,qwen3.6-plus,7,4,length_mismatch,字数不符,字数不符：该变体要求 77 字，实际 78 字，相差 1 字
b2,五词牌-改革主题,type_d,qwen3.6-plus,8,4,tone_expected_oblique,应仄实平,「严」平声（平）（多音字，取平声读），此处须填仄声字
b2,五词牌-改革主题,type_d,qwen3.6-plus,9,3,tone_expected_oblique,应仄实平,「根」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,qwen3.6-plus,10,3,length_mismatch,字数不符,字数不符：该变体要求 44 字，实际 56 字，相差 12 字
b2,五词牌-改革主题,type_d,qwen3.6-plus,11,3,length_mismatch,字数不符,字数不符：该变体要求 46 字，实际 47 字，相差 1 字
b2,五词牌-改革主题,type_d,qwen3.6-plus,12,3,tone_expected_oblique,应仄实平,「年」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,qwen3.6-plus,13,3,tone_expected_flat,应平实仄,「刃」去声（仄），此处须填平声字
b2,五词牌-改革主题,type_d,qwen3.6-plus,14,3,tone_expected_oblique,应仄实平,「云」平声（平），此处须填仄声字
b2,五词牌-改革主题,type_d,qwen3.6-plus,15,3,tone_expected_oblique,应仄实平,「青」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,1,35,variant_autocorrect,词牌变体智能纠偏,💡 智能纠偏：该词字数/格律实际匹配的是「浪淘沙令」(54字)，而非「浪淘沙」
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,2,26,tone_expected_flat,应平实仄,「试」去声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,3,19,tone_expected_oblique,应仄实平,「心」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,4,16,tone_expected_oblique,应仄实平,「兰」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,5,16,tone_expected_flat,应平实仄,「玉」入声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,6,14,tone_expected_flat,应平实仄,「业」入声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,7,10,tone_expected_oblique,应仄实平,「生」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,8,10,tone_expected_flat,应平实仄,「见」上声（仄）（多音字，取上声读），此处须填平声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,9,9,tone_expected_oblique,应仄实平,「开」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,10,9,tone_expected_flat,应平实仄,「意」去声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,11,9,tone_expected_flat,应平实仄,「自」去声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,12,8,tone_expected_flat,应平实仄,「命」去声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,13,8,tone_expected_oblique,应仄实平,「清」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,14,8,tone_expected_flat,应平实仄,「映」去声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,deepseek-3.2-thinking,15,8,tone_expected_oblique,应仄实平,「香」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,1,41,variant_autocorrect,词牌变体智能纠偏,💡 智能纠偏：该词字数/格律实际匹配的是「浪淘沙令」(54字)，而非「浪淘沙」
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,2,7,tone_expected_flat,应平实仄,「玉」入声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,3,6,tone_expected_flat,应平实仄,「试」去声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,4,5,tone_expected_flat,应平实仄,「路」去声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,5,4,tone_expected_oblique,应仄实平,「抬」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,6,4,tone_expected_flat,应平实仄,「处」上声（仄）（多音字，取上声读），此处须填平声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,7,3,tone_expected_oblique,应仄实平,「霜」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,8,3,tone_expected_flat,应平实仄,「职」入声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,9,3,length_mismatch,字数不符,字数不符：该变体要求 77 字，实际 78 字，相差 1 字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,10,2,tone_expected_oblique,应仄实平,「枝」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,11,2,length_mismatch,字数不符,字数不符：该变体要求 46 字，实际 47 字，相差 1 字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,12,2,tone_expected_flat,应平实仄,「讷」入声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,13,2,tone_expected_flat,应平实仄,「萼」入声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,14,2,tone_expected_oblique,应仄实平,「风」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,doubao-seed-2.0-pro,15,2,tone_expected_flat,应平实仄,「雪」入声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,1,20,variant_autocorrect,词牌变体智能纠偏,💡 智能纠偏：该词字数/格律实际匹配的是「浪淘沙令」(54字)，而非「浪淘沙」
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,2,10,tone_expected_oblique,应仄实平,「寒」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,3,10,length_mismatch,字数不符,字数不符：该变体要求 44 字，实际 48 字，相差 4 字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,4,8,length_mismatch,字数不符,字数不符：该变体要求 105 字，实际 56 字，相差 49 字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,5,8,tone_expected_flat,应平实仄,「破」去声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,6,5,tone_expected_oblique,应仄实平,「霜」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,7,5,length_mismatch,字数不符,字数不符：该变体要求 55 字，实际 56 字，相差 1 字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,8,4,length_mismatch,字数不符,字数不符：该变体要求 77 字，实际 37 字，相差 40 字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,9,4,tone_expected_flat,应平实仄,「未」去声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,10,4,tone_expected_oblique,应仄实平,「街」平声（平），此处须填仄声字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,11,4,tone_expected_flat,应平实仄,「玉」入声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,12,4,tone_expected_flat,应平实仄,「素」去声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,13,4,tone_expected_flat,应平实仄,「萼」入声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,14,4,tone_expected_flat,应平实仄,「影」上声（仄），此处须填平声字
b3,五词牌-玉兰主题,type_d,qwen3.6-plus,15,4,tone_expected_oblique,应仄实平,「灯」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,1,66,tone_expected_flat,应平实仄,「玉」入声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,2,28,tone_expected_oblique,应仄实平,「冰」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,3,25,tone_expected_flat,应平实仄,「试」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,4,25,tone_expected_oblique,应仄实平,「心」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,5,24,tone_expected_oblique,应仄实平,「风」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,6,24,tone_expected_flat,应平实仄,「路」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,7,19,tone_expected_flat,应平实仄,「洁」入声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,8,18,tone_expected_oblique,应仄实平,「书」平声（平）（多音字，取平声读），此处须填仄声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,9,17,tone_expected_flat,应平实仄,「雪」入声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,10,17,tone_expected_oblique,应仄实平,「前」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,11,17,tone_expected_oblique,应仄实平,「花」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,12,16,tone_expected_flat,应平实仄,「笑」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,13,15,tone_expected_oblique,应仄实平,「眸」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,14,15,tone_expected_flat,应平实仄,「独」入声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,deepseek-3.2-thinking,15,14,tone_expected_oblique,应仄实平,「生」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,1,23,tone_expected_oblique,应仄实平,「眸」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,2,20,tone_expected_oblique,应仄实平,「寒」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,3,14,tone_expected_flat,应平实仄,「屡」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,4,14,tone_expected_flat,应平实仄,「玉」入声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,5,14,tone_expected_flat,应平实仄,「未」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,6,13,tone_expected_oblique,应仄实平,「尘」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,7,13,tone_expected_oblique,应仄实平,「清」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,8,13,tone_expected_oblique,应仄实平,「霜」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,9,11,tone_expected_oblique,应仄实平,「云」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,10,11,tone_expected_flat,应平实仄,「照」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,11,10,tone_expected_flat,应平实仄,「路」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,12,10,tone_expected_flat,应平实仄,「素」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,13,9,tone_expected_flat,应平实仄,「处」上声（仄）（多音字，取上声读），此处须填平声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,14,9,tone_expected_flat,应平实仄,「面」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,doubao-seed-2.0-pro,15,9,tone_expected_flat,应平实仄,「少」上声（仄）（多音字，取上声读），此处须填平声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,1,48,length_mismatch,字数不符,字数不符：该变体要求 105 字，实际 56 字，相差 49 字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,2,15,tone_expected_flat,应平实仄,「玉」入声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,3,14,tone_expected_flat,应平实仄,「自」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,4,14,tone_expected_flat,应平实仄,「素」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,5,13,tone_expected_oblique,应仄实平,「风」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,6,10,tone_expected_oblique,应仄实平,「心」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,7,10,tone_expected_flat,应平实仄,「独」入声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,8,9,tone_expected_flat,应平实仄,「莫」去声（仄）（多音字，取去声读），此处须填平声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,9,9,tone_expected_flat,应平实仄,「路」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,10,9,tone_expected_flat,应平实仄,「暗」去声（仄）（多音字，取去声读），此处须填平声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,11,9,tone_expected_oblique,应仄实平,「初」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,12,8,tone_expected_flat,应平实仄,「破」去声（仄），此处须填平声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,13,8,tone_expected_oblique,应仄实平,「寒」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,14,8,tone_expected_oblique,应仄实平,「春」平声（平），此处须填仄声字
c1,沁园春-玉兰主题,type_a,qwen3.6-plus,15,8,tone_expected_flat,应平实仄,「冷」上声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,1,56,tone_expected_flat,应平实仄,「老」上声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,2,38,tone_expected_oblique,应仄实平,「宗」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,3,36,tone_expected_oblique,应仄实平,「规」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,4,36,tone_expected_flat,应平实仄,「力」入声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,5,33,tone_expected_oblique,应仄实平,「心」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,6,30,tone_expected_flat,应平实仄,「革」入声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,7,29,tone_expected_flat,应平实仄,「旧」去声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,8,27,tone_expected_flat,应平实仄,「战」去声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,9,26,tone_expected_flat,应平实仄,「子」上声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,10,26,tone_expected_oblique,应仄实平,「危」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,11,26,tone_expected_flat,应平实仄,「统」上声（仄）（多音字，取上声读），此处须填平声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,12,22,tone_expected_flat,应平实仄,「扎」入声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,13,21,tone_expected_flat,应平实仄,「矩」上声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,14,21,tone_expected_oblique,应仄实平,「门」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,deepseek-3.2-thinking,15,18,tone_expected_flat,应平实仄,「改」上声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,1,6,tone_expected_flat,应平实仄,「劫」入声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,2,5,tone_expected_flat,应平实仄,「弛」上声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,3,5,tone_expected_flat,应平实仄,「旧」去声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,4,5,tone_expected_oblique,应仄实平,「规」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,5,5,tone_expected_flat,应平实仄,「众」去声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,6,4,tone_expected_flat,应平实仄,「御」去声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,7,4,tone_expected_flat,应平实仄,「两」上声（仄）（多音字，取上声读），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,8,4,tone_expected_oblique,应仄实平,「时」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,9,4,tone_expected_flat,应平实仄,「律」入声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,10,4,tone_expected_flat,应平实仄,「破」去声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,11,4,tone_expected_oblique,应仄实平,「阶」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,12,4,tone_expected_oblique,应仄实平,「灵」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,13,3,tone_expected_flat,应平实仄,「未」去声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,14,3,tone_expected_flat,应平实仄,「少」上声（仄）（多音字，取上声读），此处须填平声字
c2,沁园春-改革主题,type_e,doubao-seed-2.0-pro,15,3,tone_expected_oblique,应仄实平,「樊」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,1,10,length_mismatch,字数不符,字数不符：该变体要求 105 字，实际 56 字，相差 49 字
c2,沁园春-改革主题,type_e,qwen3.6-plus,2,8,tone_expected_flat,应平实仄,「劫」入声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,3,8,tone_expected_oblique,应仄实平,「新」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,4,7,tone_expected_oblique,应仄实平,「严」平声（平）（多音字，取平声读），此处须填仄声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,5,6,tone_expected_flat,应平实仄,「破」去声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,6,6,tone_expected_flat,应平实仄,「律」入声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,7,6,tone_expected_flat,应平实仄,「独」入声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,8,6,tone_expected_oblique,应仄实平,「规」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,9,5,tone_expected_flat,应平实仄,「锁」上声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,10,5,tone_expected_oblique,应仄实平,「嗟」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,11,5,tone_expected_oblique,应仄实平,「清」平声（平），此处须填仄声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,12,5,tone_expected_flat,应平实仄,「旧」去声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,13,5,tone_expected_flat,应平实仄,「欲」入声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,14,5,tone_expected_flat,应平实仄,「怎」上声（仄），此处须填平声字
c2,沁园春-改革主题,type_e,qwen3.6-plus,15,4,tone_expected_flat,应平实仄,「夜」去声（仄），此处须填平声字
